event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,82338ba457fbe87f,Tim Elliott,c96d9178c9ed9e62,Kai Asakura,d33da8a3d82bdb62,flyweight,0,Submission,2,279,3.0,Robert Madrigal,0.0,27.0,71.0,38.0,42.0,88.0,48.0,2.0,3.0,66.0,2.0,114.0,18.0,43.0,42.0,2.0,18.0,11.0,7.0,10.0,70.0,26.0,69.0,38.0,0.0,0.0,,1.0,2.0,50.0,66.0,7.0,25.0,96.0,0.0,3.0,0.0,21.0,87.0,24.0,38.0,104.0,37.0,0.0,0.0,,0.0,1.0,17.0,79.0,22.0,3.0,7.0,43.0,1.0,1.0,100.0,21.0,87.0,24.0,0.0,0.0,,0.0,0.0,,80.0,14.0,4.0,100.0,0.0,0.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,1d8dc0fb5d47357f,Chase Hooper,971246648e162f0d,Alexander Hernandez,262a7d06203657e6,lightweight,0,KO/TKO,1,298,3.0,Jason Herzog,0.0,20.0,82.0,24.0,20.0,82.0,24.0,0.0,2.0,0.0,0.0,5.0,7.0,62.0,11.0,7.0,12.0,57.0,6.0,8.0,75.0,20.0,81.0,25.0,0.0,1.0,0.0,0.0,0.0,,35.0,35.0,30.0,100.0,0.0,0.0,1.0,17.0,38.0,44.0,18.0,39.0,46.0,0.0,0.0,,0.0,2.0,14.0,35.0,40.0,3.0,3.0,100.0,0.0,0.0,,13.0,33.0,39.0,0.0,0.0,,4.0,5.0,80.0,82.0,17.0,0.0,76.0,0.0,23.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,5b880d10b0ed7acc,Gerald Meerschaert,6ac9bc2953c47345,Michal Oleksiejczuk,0d65c432720accb9,middleweight,0,KO/TKO,1,183,3.0,Herb Dean,0.0,3.0,16.0,18.0,3.0,16.0,19.0,0.0,3.0,0.0,0.0,0.0,2.0,14.0,14.0,0.0,0.0,,1.0,2.0,50.0,3.0,16.0,19.0,0.0,0.0,,0.0,0.0,,66.0,0.0,33.0,100.0,0.0,0.0,1.0,23.0,51.0,45.0,23.0,51.0,45.0,0.0,0.0,,0.0,22.0,18.0,46.0,39.0,5.0,5.0,100.0,0.0,0.0,,11.0,31.0,35.0,0.0,0.0,,12.0,20.0,60.0,78.0,21.0,0.0,47.0,0.0,52.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,42585ce706c086de,Geoff Neal,b997be68943010fc,Carlos Prates,7ee0fd831c0fe7c3,welterweight,0,KO/TKO,1,299,3.0,Jason Herzog,0.0,25.0,49.0,51.0,26.0,50.0,52.0,0.0,1.0,0.0,0.0,15.0,16.0,38.0,42.0,4.0,6.0,67.0,5.0,5.0,100.0,23.0,45.0,51.0,2.0,4.0,50.0,0.0,0.0,,64.0,16.0,20.0,92.0,8.0,0.0,1.0,32.0,60.0,53.0,32.0,60.0,53.0,0.0,0.0,,0.0,0.0,17.0,45.0,38.0,8.0,8.0,100.0,7.0,7.0,100.0,32.0,58.0,55.0,0.0,2.0,0.0,0.0,0.0,,53.0,25.0,21.0,100.0,0.0,0.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,12cedec11b37ddc0,Dricus Du Plessis,0d7b51c9d2649a6e,Khamzat Chimaev,767755fd74662dbf,middleweight,1,Decision - Unanimous,5,300,5.0,Marc Goddard,0.0,13.0,29.0,44.0,45.0,68.0,66.0,1.0,1.0,100.0,1.0,53.0,10.0,24.0,42.0,2.0,4.0,50.0,1.0,1.0,100.0,10.0,25.0,40.0,0.0,0.0,,3.0,4.0,75.0,76.0,15.0,7.0,76.0,0.0,23.0,0.0,37.0,47.0,78.0,529.0,567.0,93.0,12.0,17.0,70.0,0.0,1300.0,28.0,36.0,78.0,3.0,5.0,60.0,6.0,6.0,100.0,12.0,19.0,63.0,0.0,0.0,,25.0,28.0,89.0,75.0,8.0,16.0,32.0,0.0,67.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,bc63f1b2e52f603e,Edson Barboza,64a50dad704d1d49,Drakkar Klose,7cbf7c78d3b34218,lightweight,0,Decision - Unanimous,3,300,3.0,Marc Goddard,0.0,71.0,120.0,59.0,73.0,122.0,60.0,0.0,0.0,,0.0,230.0,26.0,64.0,41.0,32.0,38.0,84.0,13.0,18.0,72.0,57.0,105.0,54.0,14.0,15.0,93.0,0.0,0.0,,36.0,45.0,18.0,80.0,19.0,0.0,0.0,53.0,102.0,51.0,147.0,209.0,70.0,0.0,2.0,0.0,0.0,153.0,35.0,78.0,45.0,6.0,9.0,67.0,12.0,15.0,80.0,43.0,89.0,48.0,10.0,13.0,77.0,0.0,0.0,,66.0,11.0,22.0,81.0,18.0,0.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,a2eafd9e1d5031b1,Jessica Andrade,6a1901c62ab3870f,Loopy Godinez,8e5d953bdb9ae5e7,women's strawweight,0,Decision - Unanimous,3,300,3.0,Nick Cimmarusti,0.0,90.0,287.0,31.0,97.0,297.0,33.0,0.0,1.0,0.0,0.0,17.0,58.0,242.0,24.0,21.0,31.0,68.0,11.0,14.0,79.0,87.0,279.0,31.0,3.0,8.0,38.0,0.0,0.0,,64.0,23.0,12.0,96.0,3.0,0.0,0.0,107.0,213.0,50.0,119.0,226.0,53.0,1.0,14.0,7.0,0.0,93.0,91.0,195.0,47.0,12.0,14.0,86.0,4.0,4.0,100.0,94.0,195.0,48.0,11.0,16.0,69.0,2.0,2.0,100.0,85.0,11.0,3.0,87.0,10.0,1.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,9939d7073462e07e,Jared Cannonier,13a0275fa13c4d26,Michael Page,a67d071163962af8,middleweight,0,Decision - Unanimous,3,300,3.0,Marc Goddard,0.0,20.0,57.0,35.0,46.0,88.0,52.0,2.0,7.0,28.0,0.0,494.0,10.0,45.0,22.0,4.0,6.0,67.0,6.0,6.0,100.0,11.0,45.0,24.0,3.0,4.0,75.0,6.0,8.0,75.0,50.0,20.0,30.0,55.0,15.0,30.0,0.0,29.0,55.0,52.0,36.0,64.0,56.0,0.0,1.0,0.0,0.0,1.0,19.0,45.0,42.0,8.0,8.0,100.0,2.0,2.0,100.0,27.0,53.0,51.0,2.0,2.0,100.0,0.0,0.0,,65.0,27.0,6.0,93.0,6.0,0.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,9fa6a029f7f8241c,Lerone Murphy,396fe87b84ac2e1c,Aaron Pico,5537efc6e496dd84,featherweight,0,KO/TKO,1,201,3.0,Herb Dean,1.0,8.0,16.0,50.0,8.0,16.0,50.0,0.0,0.0,,1.0,0.0,4.0,9.0,44.0,4.0,6.0,67.0,0.0,1.0,0.0,6.0,14.0,43.0,1.0,1.0,100.0,1.0,1.0,100.0,50.0,50.0,0.0,75.0,12.0,12.0,0.0,13.0,29.0,44.0,13.0,30.0,43.0,2.0,3.0,66.0,0.0,121.0,7.0,23.0,30.0,5.0,5.0,100.0,1.0,1.0,100.0,7.0,21.0,33.0,3.0,5.0,60.0,3.0,3.0,100.0,53.0,38.0,7.0,53.0,23.0,23.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,5efd13a12be06706,Baisangur Susurkaev,d1feea7a4bdcd503,Eric Nolan,64b12fe31be7560c,middleweight,0,Submission,2,121,3.0,Jason Herzog,0.0,36.0,62.0,58.0,59.0,89.0,66.0,2.0,7.0,28.0,1.0,199.0,23.0,46.0,50.0,7.0,10.0,70.0,6.0,6.0,100.0,22.0,42.0,52.0,2.0,3.0,67.0,12.0,17.0,71.0,63.0,19.0,16.0,61.0,5.0,33.0,0.0,22.0,56.0,39.0,24.0,58.0,41.0,0.0,1.0,0.0,0.0,17.0,17.0,51.0,33.0,5.0,5.0,100.0,0.0,0.0,,18.0,47.0,38.0,4.0,9.0,44.0,0.0,0.0,,77.0,22.0,0.0,81.0,18.0,0.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,88020d22cf905792,Karine Silva,9d62c2d8ee151f08,Dione Barbosa,27b388f0aab49780,women's flyweight,0,Decision - Unanimous,3,300,3.0,Robert Madrigal,0.0,26.0,70.0,37.0,90.0,154.0,57.0,1.0,3.0,33.0,2.0,143.0,11.0,50.0,22.0,9.0,14.0,64.0,6.0,6.0,100.0,22.0,66.0,33.0,4.0,4.0,100.0,0.0,0.0,,42.0,34.0,23.0,84.0,15.0,0.0,0.0,31.0,87.0,35.0,67.0,132.0,51.0,3.0,4.0,75.0,1.0,318.0,11.0,62.0,18.0,15.0,19.0,79.0,5.0,6.0,83.0,26.0,80.0,33.0,4.0,5.0,80.0,1.0,2.0,50.0,35.0,48.0,16.0,83.0,12.0,3.0
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,68c423c7119004f3,Alibi Idiris,30cad5a751adcb48,Joseph Morales,2fe9032955c2e013,flyweight,0,Submission,2,184,3.0,Nick Cimmarusti,0.0,28.0,56.0,50.0,50.0,82.0,61.0,0.0,1.0,0.0,0.0,64.0,9.0,35.0,26.0,17.0,19.0,89.0,2.0,2.0,100.0,22.0,48.0,46.0,6.0,8.0,75.0,0.0,0.0,,32.0,60.0,7.0,78.0,21.0,0.0,0.0,29.0,63.0,46.0,44.0,86.0,51.0,2.0,5.0,40.0,2.0,218.0,15.0,44.0,34.0,13.0,18.0,72.0,1.0,1.0,100.0,18.0,47.0,38.0,9.0,12.0,75.0,2.0,4.0,50.0,51.0,44.0,3.0,62.0,31.0,6.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,6b8be0ee3e569ad2,Robert Whittaker,e1147d3d2dabe1ce,Reinier de Ridder,d549cefc7c54ab78,middleweight,0,Decision - Split,5,300,5.0,Marc Goddard,1.0,66.0,142.0,46.0,70.0,146.0,48.0,0.0,0.0,,0.0,36.0,62.0,135.0,46.0,4.0,7.0,56.0,0.0,0.0,,51.0,123.0,41.0,4.0,5.0,80.0,11.0,14.0,79.0,93.0,6.0,0.0,77.0,6.0,16.0,0.0,67.0,145.0,46.0,192.0,282.0,68.0,2.0,15.0,13.0,0.0,546.0,41.0,105.0,39.0,26.0,40.0,65.0,0.0,0.0,,54.0,128.0,42.0,9.0,11.0,82.0,4.0,6.0,67.0,61.0,38.0,0.0,80.0,13.0,5.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,d4d4ee045b0ca695,Petr Yan,d661ce4da776fc20,Marcus McGhee,c0ac37a4a1133da9,bantamweight,0,Decision - Unanimous,3,300,3.0,Daniel Movahedi,0.0,81.0,146.0,55.0,130.0,202.0,64.0,1.0,3.0,33.0,0.0,191.0,63.0,122.0,52.0,10.0,12.0,83.0,8.0,12.0,67.0,58.0,114.0,51.0,23.0,32.0,72.0,0.0,0.0,,77.0,12.0,9.0,71.0,28.0,0.0,0.0,64.0,170.0,37.0,66.0,173.0,38.0,0.0,4.0,0.0,0.0,30.0,44.0,128.0,34.0,8.0,18.0,44.0,12.0,24.0,50.0,62.0,165.0,38.0,2.0,5.0,40.0,0.0,0.0,,68.0,12.0,18.0,96.0,3.0,0.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,887c61da1a78a5e1,Asu Almabayev,8d3273573b85be09,Jose Ochoa,88be62d6c1e6dadb,flyweight,0,Decision - Unanimous,3,300,3.0,Jason Herzog,0.0,22.0,42.0,52.0,55.0,90.0,61.0,7.0,16.0,43.0,2.0,566.0,12.0,26.0,46.0,5.0,11.0,45.0,5.0,5.0,100.0,13.0,20.0,65.0,3.0,6.0,50.0,6.0,16.0,38.0,54.0,22.0,22.0,59.0,13.0,27.0,0.0,26.0,45.0,57.0,118.0,151.0,78.0,1.0,1.0,100.0,2.0,56.0,8.0,19.0,42.0,13.0,18.0,72.0,5.0,8.0,62.0,17.0,33.0,52.0,9.0,12.0,75.0,0.0,0.0,,30.0,50.0,19.0,65.0,34.0,0.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,7c075e3383198e14,Muslim Salikhov,447f9858ae78f921,Carlos Leal,28d421729451c8ca,welterweight,0,KO/TKO,1,42,3.0,Daniel Movahedi,1.0,3.0,9.0,33.0,3.0,9.0,33.0,0.0,0.0,,0.0,0.0,1.0,4.0,25.0,1.0,4.0,25.0,1.0,1.0,100.0,3.0,9.0,33.0,0.0,0.0,,0.0,0.0,,33.0,33.0,33.0,100.0,0.0,0.0,0.0,5.0,9.0,55.0,5.0,9.0,56.0,0.0,0.0,,0.0,0.0,5.0,9.0,56.0,0.0,0.0,,0.0,0.0,,5.0,8.0,62.0,0.0,1.0,0.0,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,77f960d82cda0b76,Nikita Krylov,1091d4d957141094,Bogdan Guskov,ef5dcb10d2bd4b0f,light heavyweight,0,KO/TKO,1,258,3.0,Marc Goddard,0.0,16.0,34.0,47.0,16.0,34.0,47.0,0.0,0.0,,0.0,0.0,6.0,20.0,30.0,3.0,5.0,60.0,7.0,9.0,78.0,16.0,34.0,47.0,0.0,0.0,,0.0,0.0,,37.0,18.0,43.0,100.0,0.0,0.0,1.0,23.0,43.0,53.0,28.0,48.0,57.0,0.0,0.0,,0.0,17.0,20.0,40.0,50.0,1.0,1.0,100.0,2.0,2.0,100.0,11.0,26.0,42.0,0.0,0.0,,12.0,17.0,71.0,86.0,4.0,8.0,47.0,0.0,52.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,582d66ce97309e29,Shara Magomedov,06734ca9d88dec3a,Marc-Andre Barriault,8e9eb3fc86db0f7d,middleweight,0,Decision - Unanimous,3,300,3.0,Jim Perdios,0.0,93.0,142.0,65.0,103.0,153.0,67.0,0.0,1.0,0.0,0.0,57.0,42.0,82.0,51.0,27.0,33.0,82.0,24.0,27.0,89.0,58.0,93.0,62.0,30.0,39.0,77.0,5.0,10.0,50.0,45.0,29.0,25.0,62.0,32.0,5.0,0.0,39.0,77.0,50.0,60.0,100.0,60.0,2.0,6.0,33.0,0.0,270.0,24.0,54.0,44.0,13.0,19.0,68.0,2.0,4.0,50.0,21.0,56.0,38.0,18.0,21.0,86.0,0.0,0.0,,61.0,33.0,5.0,53.0,46.0,0.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,e72c691b7c68b03a,Bryce Mitchell,d9c6f19f958643e9,Said Nurmagomedov,0fd5f4b838e890cc,bantamweight,0,Decision - Unanimous,3,300,3.0,Jim Perdios,0.0,13.0,20.0,65.0,39.0,51.0,76.0,3.0,9.0,33.0,0.0,584.0,3.0,6.0,50.0,7.0,11.0,64.0,3.0,3.0,100.0,5.0,11.0,45.0,8.0,9.0,89.0,0.0,0.0,,23.0,53.0,23.0,38.0,61.0,0.0,1.0,20.0,32.0,62.0,100.0,126.0,79.0,0.0,0.0,,1.0,193.0,13.0,24.0,54.0,5.0,5.0,100.0,2.0,3.0,67.0,13.0,19.0,68.0,1.0,3.0,33.0,6.0,10.0,60.0,65.0,25.0,10.0,65.0,5.0,30.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,3e6067763978d862,Amanda Ribas,beecb672a279223e,Tabatha Ricci,d25240135aee03e5,women's strawweight,0,KO/TKO,2,179,3.0,Daniel Movahedi,0.0,30.0,72.0,41.0,77.0,122.0,63.0,1.0,3.0,33.0,0.0,18.0,18.0,57.0,32.0,5.0,6.0,83.0,7.0,9.0,78.0,29.0,68.0,43.0,1.0,4.0,25.0,0.0,0.0,,60.0,16.0,23.0,96.0,3.0,0.0,0.0,34.0,76.0,44.0,82.0,140.0,59.0,1.0,4.0,25.0,0.0,251.0,23.0,60.0,38.0,6.0,10.0,60.0,5.0,6.0,83.0,20.0,61.0,33.0,4.0,5.0,80.0,10.0,10.0,100.0,67.0,17.0,14.0,58.0,11.0,29.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,23ddf51ce630028d,Mohammad Yahya,3753714927f18437,Steven Nguyen,69037fc7730e4225,featherweight,0,KO/TKO,2,300,3.0,Jason Herzog,0.0,57.0,151.0,37.0,60.0,154.0,39.0,0.0,4.0,0.0,0.0,5.0,41.0,126.0,33.0,14.0,21.0,67.0,2.0,4.0,50.0,57.0,151.0,38.0,0.0,0.0,,0.0,0.0,,71.0,24.0,3.0,100.0,0.0,0.0,6.0,92.0,174.0,52.0,108.0,194.0,56.0,0.0,0.0,,0.0,163.0,76.0,156.0,49.0,4.0,4.0,100.0,12.0,14.0,86.0,50.0,111.0,45.0,7.0,7.0,100.0,35.0,56.0,62.0,82.0,4.0,13.0,54.0,7.0,38.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,017a825c7820d12e,Davey Grant,113df4fde64735c6,Da'Mon Blackshear,da22387a0407a2dc,bantamweight,0,Decision - Unanimous,3,300,3.0,Jason Herzog,0.0,66.0,130.0,50.0,66.0,133.0,50.0,0.0,0.0,,0.0,19.0,17.0,67.0,25.0,27.0,39.0,69.0,22.0,24.0,92.0,65.0,128.0,51.0,1.0,1.0,100.0,0.0,1.0,0.0,25.0,40.0,33.0,98.0,1.0,0.0,0.0,33.0,74.0,44.0,36.0,78.0,46.0,1.0,5.0,20.0,1.0,232.0,12.0,45.0,27.0,7.0,13.0,54.0,14.0,16.0,88.0,31.0,72.0,43.0,1.0,1.0,100.0,1.0,1.0,100.0,36.0,21.0,42.0,93.0,3.0,3.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,f9dac7702609669f,Ibo Aslan,6e8f1bcdda94ff45,Billy Elekana,07a74004d964c7f4,light heavyweight,0,Decision - Unanimous,3,300,3.0,Jim Perdios,0.0,28.0,78.0,35.0,29.0,80.0,36.0,0.0,0.0,,0.0,0.0,10.0,57.0,18.0,8.0,10.0,80.0,10.0,11.0,91.0,28.0,78.0,36.0,0.0,0.0,,0.0,0.0,,35.0,28.0,35.0,100.0,0.0,0.0,0.0,35.0,68.0,51.0,35.0,68.0,51.0,0.0,3.0,0.0,0.0,0.0,18.0,46.0,39.0,17.0,21.0,81.0,0.0,1.0,0.0,35.0,68.0,51.0,0.0,0.0,,0.0,0.0,,51.0,48.0,0.0,100.0,0.0,0.0
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,0a598768f5c8d540,Martin Buday,8eb046f83e82bf26,Marcus Buchecha,095854a135e6db55,heavyweight,0,Decision - Unanimous,3,300,3.0,Jim Perdios,0.0,41.0,86.0,47.0,92.0,150.0,61.0,0.0,0.0,,0.0,171.0,30.0,74.0,41.0,5.0,5.0,100.0,6.0,7.0,86.0,36.0,74.0,49.0,4.0,6.0,67.0,1.0,6.0,17.0,73.0,12.0,14.0,87.0,9.0,2.0,0.0,24.0,60.0,40.0,80.0,140.0,56.0,1.0,11.0,9.0,0.0,305.0,14.0,46.0,30.0,10.0,14.0,71.0,0.0,0.0,,16.0,50.0,32.0,6.0,8.0,75.0,2.0,2.0,100.0,58.0,41.0,0.0,66.0,25.0,8.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,f368475c366c6d85,Calvin Kattar,751de04455cfaac0,Steve Garcia,97cf1a2c7c5e7889,featherweight,0,Decision - Unanimous,3,300,3.0,Jason Herzog,0.0,26.0,123.0,21.0,26.0,123.0,21.0,0.0,0.0,,0.0,21.0,21.0,116.0,18.0,3.0,5.0,60.0,2.0,2.0,100.0,26.0,123.0,21.0,0.0,0.0,,0.0,0.0,,80.0,11.0,7.0,100.0,0.0,0.0,1.0,85.0,250.0,34.0,85.0,250.0,34.0,0.0,0.0,,0.0,3.0,52.0,208.0,25.0,23.0,29.0,79.0,10.0,13.0,77.0,85.0,249.0,34.0,0.0,0.0,,0.0,1.0,0.0,61.0,27.0,11.0,100.0,0.0,0.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,0adfc21045c02555,Derrick Lewis,d3df1add9d9a7efb,Tallison Teixeira,17923f676f100e16,heavyweight,0,KO/TKO,1,35,5.0,Jason Herzog,1.0,9.0,17.0,52.0,10.0,21.0,48.0,0.0,0.0,,0.0,12.0,8.0,16.0,50.0,1.0,1.0,100.0,0.0,0.0,,2.0,6.0,33.0,1.0,2.0,50.0,6.0,9.0,67.0,88.0,11.0,0.0,22.0,11.0,66.0,0.0,3.0,5.0,60.0,3.0,5.0,60.0,0.0,0.0,,0.0,0.0,3.0,5.0,60.0,0.0,0.0,,0.0,0.0,,3.0,5.0,60.0,0.0,0.0,,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,4e5d4a36eaaa3a78,Nate Landwehr,583ee11abddfc581,Morgan Charriere,5b03b61f9d90125e,featherweight,0,KO/TKO,3,27,3.0,Blake Grice,0.0,63.0,155.0,40.0,65.0,158.0,41.0,0.0,0.0,,0.0,22.0,54.0,142.0,38.0,7.0,9.0,78.0,2.0,4.0,50.0,63.0,153.0,41.0,0.0,2.0,0.0,0.0,0.0,,85.0,11.0,3.0,100.0,0.0,0.0,1.0,67.0,131.0,51.0,67.0,131.0,51.0,2.0,5.0,40.0,0.0,63.0,41.0,100.0,41.0,12.0,14.0,86.0,14.0,17.0,82.0,64.0,124.0,52.0,2.0,3.0,67.0,1.0,4.0,25.0,61.0,17.0,20.0,95.0,2.0,1.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,2a03bc4c491b4c9a,Stephen Thompson,4a28cb716c19157a,Gabriel Bonfim,01641ba5df0c69b0,welterweight,0,Decision - Split,3,300,3.0,Blake Grice,0.0,42.0,92.0,45.0,78.0,135.0,57.0,0.0,2.0,0.0,0.0,28.0,21.0,61.0,34.0,14.0,20.0,70.0,7.0,11.0,64.0,37.0,83.0,45.0,3.0,5.0,60.0,2.0,4.0,50.0,50.0,33.0,16.0,88.0,7.0,4.0,0.0,40.0,72.0,55.0,55.0,93.0,59.0,5.0,14.0,35.0,0.0,329.0,12.0,36.0,33.0,5.0,6.0,83.0,23.0,30.0,77.0,34.0,65.0,52.0,6.0,7.0,86.0,0.0,0.0,,30.0,12.0,57.0,85.0,15.0,0.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,b19bf99c7eb796bc,Junior Tafa,c15fa95b9a12fde4,Tuco Tokkos,3e8118c1ab52f211,light heavyweight,0,Submission,2,265,3.0,Eric McMahon,0.0,24.0,38.0,63.0,25.0,39.0,64.0,0.0,0.0,,0.0,27.0,21.0,35.0,60.0,3.0,3.0,100.0,0.0,0.0,,6.0,14.0,43.0,10.0,10.0,100.0,8.0,14.0,56.0,87.0,12.0,0.0,25.0,41.0,33.0,0.0,11.0,22.0,50.0,31.0,57.0,54.0,5.0,9.0,55.0,1.0,471.0,7.0,17.0,41.0,0.0,1.0,0.0,4.0,4.0,100.0,4.0,9.0,44.0,0.0,0.0,,7.0,13.0,54.0,63.0,0.0,36.0,36.0,0.0,63.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,d5e3be7a07c48b08,Jake Matthews,a845f0735bc67405,Chidi Njokuani,c68c68efaa5ca6ef,welterweight,0,Submission,1,69,3.0,Jimmy Neely,0.0,3.0,7.0,42.0,5.0,9.0,56.0,1.0,1.0,100.0,1.0,29.0,3.0,7.0,43.0,0.0,0.0,,0.0,0.0,,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,,100.0,0.0,0.0,66.0,33.0,0.0,0.0,5.0,10.0,50.0,5.0,10.0,50.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,3.0,6.0,50.0,2.0,2.0,100.0,4.0,8.0,50.0,1.0,2.0,50.0,0.0,0.0,,0.0,60.0,40.0,80.0,20.0,0.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,4b75d3b7738cb278,Vitor Petrino,71171fc96445bf65,Austen Lane,be9bdec19b7e9ffe,heavyweight,0,Submission,1,256,3.0,Jimmy Neely,0.0,3.0,6.0,50.0,17.0,22.0,77.0,1.0,1.0,100.0,2.0,183.0,2.0,4.0,50.0,0.0,0.0,,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,,2.0,4.0,50.0,66.0,0.0,33.0,33.0,0.0,66.0,0.0,3.0,4.0,75.0,3.0,4.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,2.0,50.0,2.0,2.0,100.0,3.0,4.0,75.0,0.0,0.0,,0.0,0.0,,0.0,33.0,66.0,100.0,0.0,0.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,5c650ae2193ab1bc,Kennedy Nzechukwu,8667caa0451d245b,Valter Walker,f5779a2303ed76ec,heavyweight,0,Submission,1,54,3.0,Eric McMahon,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,33.0,34.0,33.0,33.0,34.0,33.0,0.0,4.0,11.0,36.0,4.0,11.0,36.0,1.0,2.0,50.0,1.0,28.0,4.0,11.0,36.0,0.0,0.0,,0.0,0.0,,1.0,4.0,25.0,3.0,7.0,43.0,0.0,0.0,,100.0,0.0,0.0,25.0,75.0,0.0
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,236f811290163dca,Max Griffin,b0d6a1d8ac3d563d,Chris Curtis,5442f1bc4b47eaf3,welterweight,0,Decision - Split,3,300,3.0,Justin Brown,0.0,59.0,178.0,33.0,63.0,185.0,34.0,0.0,0.0,,0.0,63.0,38.0,147.0,26.0,14.0,21.0,67.0,7.0,10.0,70.0,58.0,175.0,33.0,1.0,3.0,33.0,0.0,0.0,,64.0,23.0,11.0,98.0,1.0,0.0,0.0,64.0,155.0,41.0,71.0,162.0,44.0,0.0,1.0,0.0,0.0,14.0,44.0,132.0,33.0,18.0,21.0,86.0,2.0,2.0,100.0,61.0,149.0,41.0,3.0,6.0,50.0,0.0,0.0,,68.0,28.0,3.0,95.0,4.0,0.0
