event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per
UFC 261: Usman vs. Masvidal 2,27541033b97c076d,6a7347d1da8a2b87,Pat Sabatini,b8bbdeff718dbb7d,Tristan Connelly,2ebfbe72ed703925,featherweight,0,Decision - Unanimous,3,300,3.0,Josh Rutgers,1.0,26.0,45.0,57.0,73.0,98.0,74.0,1.0,5.0,20.0,1.0,598.0,18.0,36.0,50.0,7.0,7.0,100.0,1.0,2.0,50.0,11.0,27.0,41.0,4.0,6.0,67.0,11.0,12.0,92.0,69.0,26.0,3.0,42.0,15.0,42.0,0.0,19.0,50.0,38.0,87.0,125.0,70.0,1.0,1.0,100.0,0.0,80.0,10.0,41.0,24.0,6.0,6.0,100.0,3.0,3.0,100.0,14.0,42.0,33.0,4.0,6.0,67.0,1.0,2.0,50.0,52.0,31.0,15.0,73.0,21.0,5.0
UFC 261: Usman vs. Masvidal 2,27541033b97c076d,b5a8323de18f7e95,Aoriqileng,7d420039bbfe7c1a,Jeff Molina,008ea710276c9606,flyweight,0,Decision - Unanimous,3,300,3.0,Josh Rutgers,0.0,116.0,258.0,44.0,125.0,269.0,46.0,3.0,4.0,75.0,0.0,120.0,77.0,214.0,36.0,33.0,38.0,87.0,6.0,6.0,100.0,111.0,248.0,45.0,5.0,10.0,50.0,0.0,0.0,,66.0,28.0,5.0,95.0,4.0,0.0,2.0,189.0,356.0,53.0,210.0,378.0,56.0,0.0,1.0,0.0,0.0,43.0,167.0,328.0,51.0,18.0,22.0,82.0,4.0,6.0,67.0,178.0,345.0,52.0,10.0,10.0,100.0,1.0,1.0,100.0,88.0,9.0,2.0,94.0,5.0,0.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,db2c805201a3116e,Donald Cerrone,1d00756835ca67c9,Alex Morono,cdb96af67d096b1e,welterweight,0,KO/TKO,1,280,3.0,Marc Goddard,0.0,17.0,35.0,48.0,18.0,36.0,50.0,0.0,2.0,0.0,0.0,2.0,5.0,23.0,22.0,10.0,10.0,100.0,2.0,2.0,100.0,16.0,34.0,47.0,1.0,1.0,100.0,0.0,0.0,,29.0,58.0,11.0,94.0,5.0,0.0,0.0,35.0,84.0,41.0,41.0,90.0,46.0,0.0,2.0,0.0,0.0,47.0,28.0,74.0,38.0,5.0,7.0,71.0,2.0,3.0,67.0,30.0,73.0,41.0,5.0,11.0,45.0,0.0,0.0,,80.0,14.0,5.0,85.0,14.0,0.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,178c4926223dca0c,Neil Magny,84b3e7d38f2d2ec5,Geoff Neal,b997be68943010fc,welterweight,0,Decision - Unanimous,3,300,3.0,Mark Smith,0.0,55.0,174.0,31.0,89.0,214.0,42.0,2.0,10.0,20.0,0.0,103.0,34.0,144.0,24.0,18.0,26.0,69.0,3.0,4.0,75.0,45.0,161.0,28.0,7.0,10.0,70.0,3.0,3.0,100.0,61.0,32.0,5.0,81.0,12.0,5.0,0.0,35.0,73.0,47.0,37.0,76.0,49.0,1.0,2.0,50.0,0.0,230.0,30.0,67.0,45.0,5.0,6.0,83.0,0.0,0.0,,30.0,62.0,48.0,4.0,9.0,44.0,1.0,2.0,50.0,85.0,14.0,0.0,85.0,11.0,2.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,b948102c6205af63,Marina Rodriguez,cd2c4d30c6e13b47,Michelle Waterson-Gomez,eb04b9d31e938edb,women's flyweight,0,Decision - Unanimous,5,300,5.0,Herb Dean,0.0,125.0,282.0,44.0,144.0,304.0,47.0,0.0,0.0,,0.0,51.0,60.0,188.0,32.0,28.0,41.0,68.0,37.0,53.0,70.0,106.0,256.0,41.0,19.0,26.0,73.0,0.0,0.0,,48.0,22.0,29.0,84.0,15.0,0.0,0.0,88.0,205.0,42.0,100.0,222.0,45.0,1.0,5.0,20.0,0.0,234.0,43.0,129.0,33.0,25.0,38.0,66.0,20.0,38.0,53.0,74.0,182.0,41.0,7.0,12.0,57.0,7.0,11.0,64.0,48.0,28.0,22.0,84.0,7.0,7.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,4ffbadfb86284af5,Ludovit Klein,5b86d491d63890c5,Michael Trizano,5bf31a46becc1204,featherweight,0,Decision - Unanimous,3,300,3.0,Herb Dean,0.0,45.0,86.0,52.0,50.0,91.0,55.0,4.0,7.0,57.0,0.0,208.0,23.0,57.0,40.0,15.0,22.0,68.0,7.0,7.0,100.0,44.0,85.0,52.0,1.0,1.0,100.0,0.0,0.0,,51.0,33.0,15.0,97.0,2.0,0.0,0.0,56.0,104.0,53.0,91.0,143.0,64.0,0.0,0.0,,1.0,0.0,34.0,72.0,47.0,11.0,21.0,52.0,11.0,11.0,100.0,54.0,102.0,53.0,2.0,2.0,100.0,0.0,0.0,,60.0,19.0,19.0,96.0,3.0,0.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,3f71ac21472f994c,Maurice Greene,068f8a189a47fea6,Marcos Rogerio de Lima,ab943cd2c3c17825,heavyweight,0,Decision - Unanimous,3,300,3.0,Herb Dean,0.0,5.0,8.0,62.0,60.0,72.0,83.0,0.0,0.0,,0.0,0.0,3.0,6.0,50.0,1.0,1.0,100.0,1.0,1.0,100.0,5.0,8.0,62.0,0.0,0.0,,0.0,0.0,,60.0,20.0,20.0,100.0,0.0,0.0,0.0,14.0,26.0,53.0,166.0,228.0,73.0,3.0,4.0,75.0,0.0,846.0,11.0,23.0,48.0,2.0,2.0,100.0,1.0,1.0,100.0,3.0,10.0,30.0,1.0,1.0,100.0,10.0,15.0,67.0,78.0,14.0,7.0,21.0,7.0,71.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,00fbeda449926c13,Phil Hawes,547afe1017e72dbe,Kyle Daukaus,d6c0cdd7e467c440,middleweight,0,Decision - Unanimous,3,300,3.0,Mark Smith,0.0,66.0,101.0,65.0,157.0,210.0,75.0,2.0,4.0,50.0,1.0,334.0,42.0,75.0,56.0,23.0,25.0,92.0,1.0,1.0,100.0,33.0,57.0,57.0,18.0,19.0,95.0,15.0,25.0,60.0,63.0,34.0,1.0,50.0,27.0,22.0,0.0,28.0,82.0,34.0,52.0,113.0,46.0,0.0,7.0,0.0,0.0,253.0,20.0,68.0,28.0,6.0,11.0,55.0,2.0,3.0,67.0,26.0,78.0,33.0,2.0,3.0,67.0,0.0,1.0,0.0,71.0,21.0,7.0,92.0,7.0,0.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,295a0bf12a7373c0,Diego Ferreira,f53d4f21d1b5f2dc,Gregor Gillespie,84ff027394f7e470,lightweight,0,KO/TKO,2,291,3.0,Chris Tognoni,0.0,31.0,60.0,51.0,37.0,70.0,53.0,0.0,2.0,0.0,0.0,66.0,31.0,60.0,52.0,0.0,0.0,,0.0,0.0,,10.0,39.0,26.0,3.0,3.0,100.0,18.0,18.0,100.0,100.0,0.0,0.0,32.0,9.0,58.0,0.0,45.0,62.0,72.0,53.0,70.0,76.0,4.0,8.0,50.0,0.0,310.0,37.0,52.0,71.0,7.0,9.0,78.0,1.0,1.0,100.0,9.0,17.0,53.0,6.0,8.0,75.0,30.0,37.0,81.0,82.0,15.0,2.0,20.0,13.0,66.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,8a95f0e3f9111f0c,JunYong Park,285ae0b4a68221f4,Tafon Nchukwi,6aae253467e8f9ce,middleweight,0,Decision - Majority,3,300,3.0,Chris Tognoni,0.0,71.0,145.0,48.0,79.0,155.0,51.0,2.0,5.0,40.0,2.0,229.0,61.0,134.0,46.0,4.0,5.0,80.0,6.0,6.0,100.0,48.0,117.0,41.0,3.0,3.0,100.0,20.0,25.0,80.0,85.0,5.0,8.0,67.0,4.0,28.0,0.0,58.0,136.0,42.0,64.0,144.0,44.0,1.0,2.0,50.0,0.0,34.0,20.0,83.0,24.0,25.0,33.0,76.0,13.0,20.0,65.0,51.0,127.0,40.0,7.0,9.0,78.0,0.0,0.0,,34.0,43.0,22.0,87.0,12.0,0.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,f67aa0b16e16a9ea,Robert Whittaker,e1147d3d2dabe1ce,Kelvin Gastelum,8c0580d4fff106c1,middleweight,0,Decision - Unanimous,5,300,5.0,Herb Dean,0.0,150.0,284.0,52.0,169.0,303.0,56.0,4.0,7.0,57.0,0.0,259.0,115.0,241.0,48.0,13.0,19.0,68.0,22.0,24.0,92.0,138.0,265.0,52.0,5.0,7.0,71.0,7.0,12.0,57.0,76.0,8.0,14.0,92.0,3.0,4.0,0.0,62.0,209.0,29.0,70.0,218.0,32.0,1.0,5.0,20.0,0.0,26.0,42.0,185.0,23.0,7.0,10.0,70.0,13.0,14.0,93.0,59.0,203.0,28.0,3.0,6.0,50.0,0.0,0.0,,67.0,11.0,20.0,95.0,4.0,0.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,f2c82f027201ba21,Andrei Arlovski,3738e68d2261e60f,Chase Sherman,01b352b6a9074d5c,heavyweight,0,Decision - Unanimous,3,300,3.0,Keith Peterson,0.0,105.0,222.0,47.0,109.0,226.0,48.0,0.0,0.0,,0.0,39.0,54.0,154.0,35.0,26.0,39.0,67.0,25.0,29.0,86.0,103.0,217.0,47.0,2.0,5.0,40.0,0.0,0.0,,51.0,24.0,23.0,98.0,1.0,0.0,0.0,88.0,192.0,45.0,99.0,203.0,49.0,0.0,0.0,,0.0,0.0,55.0,154.0,36.0,16.0,20.0,80.0,17.0,18.0,94.0,84.0,187.0,45.0,4.0,5.0,80.0,0.0,0.0,,62.0,18.0,19.0,95.0,4.0,0.0
UFC Fight Night: Rodriguez vs. Waterson,58a36b4ccf5dc30e,37fda56a435a9b24,Christian Aguilera,ae071698e1a3ccd4,Carlston Harris,a53d30163304aa6e,welterweight,0,Submission,1,172,3.0,Marc Goddard,0.0,1.0,10.0,10.0,5.0,15.0,33.0,0.0,1.0,0.0,0.0,32.0,1.0,9.0,11.0,0.0,0.0,,0.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,13.0,38.0,6.0,16.0,38.0,0.0,3.0,0.0,1.0,52.0,3.0,9.0,33.0,1.0,3.0,33.0,1.0,1.0,100.0,5.0,13.0,38.0,0.0,0.0,,0.0,0.0,,60.0,20.0,20.0,100.0,0.0,0.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,a850ba762f3c5334,Abdul Razak Alhassan,eae431e70064e046,Jacob Malkoun,d4270315cbcf2569,middleweight,0,Decision - Unanimous,3,300,3.0,Chris Tognoni,0.0,21.0,47.0,44.0,32.0,59.0,54.0,0.0,0.0,,0.0,2.0,11.0,33.0,33.0,9.0,12.0,75.0,1.0,2.0,50.0,14.0,38.0,37.0,5.0,6.0,83.0,2.0,3.0,67.0,52.0,42.0,4.0,66.0,23.0,9.0,0.0,27.0,55.0,49.0,91.0,135.0,67.0,8.0,24.0,33.0,2.0,701.0,24.0,51.0,47.0,2.0,3.0,67.0,1.0,1.0,100.0,18.0,37.0,49.0,3.0,9.0,33.0,6.0,9.0,67.0,88.0,7.0,3.0,66.0,11.0,22.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,8d634c9240f161dd,Austin Hubbard,d2cd7a69cc55e7ed,Dakota Bush,3033c1c080672475,lightweight,0,Decision - Unanimous,3,300,3.0,Keith Peterson,0.0,67.0,115.0,58.0,126.0,181.0,70.0,1.0,1.0,100.0,0.0,402.0,32.0,76.0,42.0,10.0,12.0,83.0,25.0,27.0,93.0,49.0,91.0,54.0,2.0,3.0,67.0,16.0,21.0,76.0,47.0,14.0,37.0,73.0,2.0,23.0,0.0,41.0,104.0,39.0,54.0,122.0,44.0,1.0,6.0,16.0,0.0,91.0,17.0,59.0,28.0,6.0,20.0,30.0,18.0,25.0,72.0,41.0,104.0,39.0,0.0,0.0,,0.0,0.0,,41.0,14.0,43.0,100.0,0.0,0.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,0b2c3c4306620d6d,Tracy Cortez,68d4a891e5cf2029,Justine Kish,928ae2e5b5f7a9ec,women's flyweight,0,Decision - Split,3,300,3.0,Keith Peterson,0.0,66.0,112.0,58.0,84.0,138.0,61.0,3.0,5.0,60.0,1.0,386.0,40.0,78.0,51.0,19.0,24.0,79.0,7.0,10.0,70.0,39.0,73.0,53.0,7.0,7.0,100.0,20.0,32.0,62.0,60.0,28.0,10.0,59.0,10.0,30.0,1.0,55.0,119.0,46.0,72.0,140.0,51.0,0.0,1.0,0.0,0.0,38.0,30.0,86.0,35.0,8.0,14.0,56.0,17.0,19.0,89.0,50.0,111.0,45.0,4.0,6.0,67.0,1.0,2.0,50.0,54.0,14.0,30.0,90.0,7.0,1.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,a33ecd2c88154890,Luis Pena,2844b047183a1adb,Alexander Munoz,f8f1ec513bcfef43,lightweight,0,Decision - Split,3,300,3.0,Herb Dean,0.0,90.0,195.0,46.0,90.0,195.0,46.0,0.0,0.0,,0.0,3.0,74.0,171.0,43.0,12.0,19.0,63.0,4.0,5.0,80.0,88.0,186.0,47.0,2.0,9.0,22.0,0.0,0.0,,82.0,13.0,4.0,97.0,2.0,0.0,0.0,80.0,169.0,47.0,82.0,172.0,48.0,4.0,9.0,44.0,0.0,141.0,40.0,110.0,36.0,20.0,38.0,53.0,20.0,21.0,95.0,77.0,163.0,47.0,3.0,6.0,50.0,0.0,0.0,,50.0,25.0,25.0,96.0,3.0,0.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,b1eff235241e719b,Stipe Miocic,d28dee5c705991df,Francis Ngannou,8d03ce87ca14e778,heavyweight,1,KO/TKO,2,52,5.0,Herb Dean,0.0,12.0,13.0,92.0,12.0,13.0,92.0,0.0,1.0,0.0,0.0,4.0,3.0,4.0,75.0,2.0,2.0,100.0,7.0,7.0,100.0,12.0,13.0,92.0,0.0,0.0,,0.0,0.0,,25.0,16.0,58.0,100.0,0.0,0.0,2.0,36.0,56.0,64.0,38.0,58.0,66.0,1.0,2.0,50.0,0.0,22.0,28.0,46.0,61.0,2.0,4.0,50.0,6.0,6.0,100.0,17.0,36.0,47.0,8.0,8.0,100.0,11.0,12.0,92.0,77.0,5.0,16.0,47.0,22.0,30.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,fdfe4e7cb2d0b665,Alexandr Romanov,c0badf3243907e59,Juan Espino,ccf5dc41417e9daf,heavyweight,0,Decision - Split,3,65,3.0,Mark Smith,0.0,32.0,53.0,60.0,53.0,77.0,69.0,2.0,4.0,50.0,0.0,341.0,23.0,44.0,52.0,4.0,4.0,100.0,5.0,5.0,100.0,8.0,20.0,40.0,6.0,6.0,100.0,18.0,27.0,67.0,71.0,12.0,15.0,25.0,18.0,56.0,0.0,12.0,22.0,54.0,44.0,56.0,79.0,4.0,5.0,80.0,0.0,175.0,8.0,17.0,47.0,2.0,2.0,100.0,2.0,3.0,67.0,7.0,17.0,41.0,4.0,4.0,100.0,1.0,1.0,100.0,66.0,16.0,16.0,58.0,33.0,8.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,25d4376e00b16510,Jessica Penne,c742287ed86a09bc,Loopy Godinez,8e5d953bdb9ae5e7,women's strawweight,0,Decision - Split,3,300,3.0,Chris Tognoni,0.0,31.0,87.0,35.0,98.0,158.0,62.0,1.0,7.0,14.0,0.0,270.0,19.0,63.0,30.0,12.0,24.0,50.0,0.0,0.0,,29.0,82.0,35.0,2.0,5.0,40.0,0.0,0.0,,61.0,38.0,0.0,93.0,6.0,0.0,0.0,40.0,74.0,54.0,68.0,106.0,64.0,3.0,9.0,33.0,0.0,250.0,31.0,63.0,49.0,7.0,8.0,88.0,2.0,3.0,67.0,37.0,68.0,54.0,3.0,4.0,75.0,0.0,2.0,0.0,77.0,17.0,5.0,92.0,7.0,0.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,627c0a50cff30405,Bartosz Fabinski,e17ac6410c8377f4,Gerald Meerschaert,6ac9bc2953c47345,middleweight,0,Submission,1,120,3.0,Herb Dean,0.0,6.0,13.0,46.0,16.0,23.0,70.0,1.0,1.0,100.0,0.0,13.0,2.0,9.0,22.0,4.0,4.0,100.0,0.0,0.0,,2.0,9.0,22.0,4.0,4.0,100.0,0.0,0.0,,33.0,66.0,0.0,33.0,66.0,0.0,0.0,8.0,10.0,80.0,12.0,14.0,86.0,0.0,0.0,,1.0,86.0,7.0,9.0,78.0,1.0,1.0,100.0,0.0,0.0,,5.0,7.0,71.0,3.0,3.0,100.0,0.0,0.0,,87.0,12.0,0.0,62.0,37.0,0.0
UFC Fight Night: Whittaker vs. Gastelum,4a35913bd9aa4161,24ff385ca78c80d3,Tony Gravely,601964f9654f911a,Anthony Birchak,c5a126ace82a6025,bantamweight,0,KO/TKO,2,91,3.0,Mark Smith,2.0,39.0,75.0,52.0,61.0,105.0,57.0,4.0,6.0,66.0,0.0,274.0,31.0,65.0,48.0,5.0,6.0,83.0,3.0,4.0,75.0,17.0,33.0,52.0,1.0,5.0,20.0,21.0,37.0,56.0,79.0,12.0,7.0,43.0,2.0,53.0,0.0,18.0,45.0,40.0,30.0,59.0,51.0,0.0,1.0,0.0,1.0,27.0,11.0,34.0,32.0,4.0,8.0,50.0,3.0,3.0,100.0,11.0,36.0,31.0,3.0,5.0,60.0,4.0,4.0,100.0,61.0,22.0,16.0,61.0,16.0,22.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,39d188fa9b95d550,Tyron Woodley,effd9de9937996f8,Vicente Luque,6d4b63c767106d3a,welterweight,0,Submission,1,236,3.0,Jason Herzog,0.0,18.0,40.0,45.0,21.0,43.0,49.0,0.0,1.0,0.0,0.0,22.0,7.0,27.0,26.0,10.0,12.0,83.0,1.0,1.0,100.0,8.0,28.0,28.0,10.0,12.0,83.0,0.0,0.0,,38.0,55.0,5.0,44.0,55.0,0.0,0.0,25.0,33.0,75.0,41.0,49.0,84.0,0.0,0.0,,1.0,123.0,15.0,22.0,68.0,10.0,11.0,91.0,0.0,0.0,,16.0,23.0,70.0,9.0,10.0,90.0,0.0,0.0,,60.0,40.0,0.0,64.0,36.0,0.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,8317208cfb030ed3,Gillian Robertson,38c7f72747f4f712,Miranda Maverick,f29a6350c69f4a33,women's flyweight,0,Decision - Unanimous,3,300,3.0,Jason Herzog,0.0,27.0,68.0,39.0,32.0,75.0,43.0,2.0,4.0,50.0,1.0,209.0,16.0,52.0,31.0,10.0,14.0,71.0,1.0,2.0,50.0,26.0,67.0,39.0,1.0,1.0,100.0,0.0,0.0,,59.0,37.0,3.0,96.0,3.0,0.0,0.0,71.0,150.0,47.0,131.0,217.0,60.0,3.0,4.0,75.0,0.0,280.0,54.0,125.0,43.0,14.0,20.0,70.0,3.0,5.0,60.0,48.0,125.0,38.0,4.0,4.0,100.0,19.0,21.0,90.0,76.0,19.0,4.0,67.0,5.0,26.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,390694c179f05c7f,Jamie Mullarkey,af9f42e6894047fc,Khama Worthy,78e501478a36a018,lightweight,0,KO/TKO,1,46,3.0,Chris Tognoni,1.0,6.0,13.0,46.0,6.0,13.0,46.0,0.0,0.0,,0.0,4.0,5.0,11.0,45.0,0.0,0.0,,1.0,2.0,50.0,3.0,9.0,33.0,0.0,0.0,,3.0,4.0,75.0,83.0,0.0,16.0,50.0,0.0,50.0,0.0,5.0,10.0,50.0,5.0,10.0,50.0,0.0,0.0,,0.0,0.0,3.0,8.0,38.0,0.0,0.0,,2.0,2.0,100.0,5.0,10.0,50.0,0.0,0.0,,0.0,0.0,,60.0,0.0,40.0,100.0,0.0,0.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,0aa335dbc4cb3473,Sean O'Malley,b50a426a33da0012,Thomas Almeida,2b074403b7c6cdb4,bantamweight,0,KO/TKO,3,232,3.0,Mark Smith,2.0,86.0,149.0,57.0,91.0,157.0,57.0,0.0,0.0,,0.0,8.0,41.0,99.0,41.0,24.0,29.0,83.0,21.0,21.0,100.0,83.0,146.0,56.0,2.0,2.0,100.0,1.0,1.0,100.0,47.0,27.0,24.0,96.0,2.0,1.0,0.0,25.0,71.0,35.0,25.0,71.0,35.0,1.0,2.0,50.0,0.0,22.0,9.0,43.0,21.0,3.0,9.0,33.0,13.0,19.0,68.0,23.0,66.0,35.0,0.0,0.0,,2.0,5.0,40.0,36.0,12.0,52.0,92.0,0.0,8.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,48292a027df02443,Alonzo Menifield,a495f599e787614f,Fabio Cherant,78a68f1dade6aaf7,light heavyweight,0,Submission,1,71,3.0,Herb Dean,0.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,1.0,67.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,2220b73ece1730c3,Shane Young,4cd8b03aee1d0138,Omar Morales,a0e6753c42698f13,featherweight,0,Decision - Unanimous,3,300,3.0,Chris Tognoni,0.0,46.0,105.0,43.0,59.0,120.0,49.0,1.0,5.0,20.0,0.0,206.0,17.0,65.0,26.0,19.0,26.0,73.0,10.0,14.0,71.0,40.0,99.0,40.0,6.0,6.0,100.0,0.0,0.0,,36.0,41.0,21.0,86.0,13.0,0.0,0.0,69.0,144.0,47.0,74.0,150.0,49.0,2.0,2.0,100.0,0.0,87.0,48.0,120.0,40.0,7.0,10.0,70.0,14.0,14.0,100.0,59.0,133.0,44.0,9.0,10.0,90.0,1.0,1.0,100.0,69.0,10.0,20.0,85.0,13.0,1.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,6002c24f0b7f8cc7,Modestas Bukauskas,476fe566d2df676e,Michal Oleksiejczuk,0d65c432720accb9,light heavyweight,0,Decision - Split,3,300,3.0,Jason Herzog,0.0,58.0,167.0,34.0,62.0,172.0,36.0,0.0,1.0,0.0,0.0,4.0,44.0,146.0,30.0,14.0,21.0,67.0,0.0,0.0,,55.0,159.0,35.0,3.0,8.0,38.0,0.0,0.0,,75.0,24.0,0.0,94.0,5.0,0.0,0.0,56.0,122.0,45.0,77.0,144.0,53.0,0.0,2.0,0.0,0.0,69.0,30.0,93.0,32.0,26.0,29.0,90.0,0.0,0.0,,53.0,119.0,45.0,3.0,3.0,100.0,0.0,0.0,,53.0,46.0,0.0,94.0,5.0,0.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,4b3af85b0df51d09,Jared Gooden,c730a0be691dc081,Abubakar Nurmagomedov,029e1293e609fd74,welterweight,0,Decision - Unanimous,3,300,3.0,Mark Smith,0.0,43.0,136.0,31.0,111.0,207.0,54.0,0.0,0.0,,0.0,0.0,30.0,110.0,27.0,12.0,25.0,48.0,1.0,1.0,100.0,35.0,127.0,28.0,3.0,3.0,100.0,5.0,6.0,83.0,69.0,27.0,2.0,81.0,6.0,11.0,0.0,60.0,120.0,50.0,100.0,164.0,61.0,1.0,5.0,20.0,0.0,258.0,45.0,105.0,43.0,9.0,9.0,100.0,6.0,6.0,100.0,56.0,115.0,49.0,4.0,5.0,80.0,0.0,0.0,,75.0,15.0,10.0,93.0,6.0,0.0
UFC 260: Miocic vs. Ngannou,6597b611f1c32555,41622791b276ad9e,Marc-Andre Barriault,8e9eb3fc86db0f7d,Abu Azaitar,46d0a888d87d91ac,middleweight,0,KO/TKO,3,296,3.0,Jerin Valel,1.0,141.0,275.0,51.0,190.0,339.0,56.0,0.0,1.0,0.0,0.0,360.0,126.0,257.0,49.0,9.0,11.0,82.0,6.0,7.0,86.0,83.0,192.0,43.0,15.0,22.0,68.0,43.0,61.0,70.0,89.0,6.0,4.0,58.0,10.0,30.0,0.0,108.0,219.0,49.0,142.0,261.0,54.0,0.0,3.0,0.0,0.0,123.0,45.0,138.0,33.0,48.0,65.0,74.0,15.0,16.0,94.0,82.0,186.0,44.0,26.0,33.0,79.0,0.0,0.0,,41.0,44.0,13.0,75.0,24.0,0.0
UFC Fight Night: Vettori vs. Holland,9114c8ded5ccd71d,71b81d8199a0fa19,Arnold Allen,040a74bb0a465c54,Sodiq Yusuff,94426bb170c88115,featherweight,0,Decision - Unanimous,3,300,3.0,Jason Herzog,1.0,21.0,61.0,34.0,26.0,68.0,38.0,2.0,5.0,40.0,0.0,309.0,15.0,53.0,28.0,6.0,7.0,86.0,0.0,1.0,0.0,16.0,52.0,31.0,4.0,6.0,67.0,1.0,3.0,33.0,71.0,28.0,0.0,76.0,19.0,4.0,0.0,47.0,113.0,41.0,79.0,164.0,48.0,0.0,1.0,0.0,1.0,153.0,24.0,85.0,28.0,12.0,17.0,71.0,11.0,11.0,100.0,29.0,86.0,34.0,18.0,27.0,67.0,0.0,0.0,,51.0,25.0,23.0,61.0,38.0,0.0
UFC Fight Night: Vettori vs. Holland,9114c8ded5ccd71d,ddd63237f1b857a6,Marvin Vettori,7acbb0972e75281a,Kevin Holland,3a46b268013afede,middleweight,0,Decision - Unanimous,5,300,5.0,Herb Dean,0.0,24.0,64.0,37.0,152.0,250.0,61.0,11.0,17.0,64.0,1.0,1201.0,22.0,61.0,36.0,2.0,3.0,67.0,0.0,0.0,,15.0,43.0,35.0,2.0,5.0,40.0,7.0,16.0,44.0,91.0,8.0,0.0,62.0,8.0,29.0,0.0,37.0,103.0,35.0,138.0,214.0,64.0,0.0,0.0,,0.0,3.0,24.0,81.0,30.0,5.0,10.0,50.0,8.0,12.0,67.0,31.0,85.0,36.0,6.0,18.0,33.0,0.0,0.0,,64.0,13.0,21.0,83.0,16.0,0.0
